栏目,发布时间,标题,来源媒体,摘要,URL
证券要闻,2025/8/26 9:32,241家公司获机构调研（附名单）,证券时报网,近5日机构合计调研241家公司，水晶光电、德赛西威、中矿资源等被多家机构扎堆调研。证券时报·数据宝统计，近5个交易日（8月19日至8月25日）两市约241家公司被机构调研，调研机构类型显示，证券公司共对235家公司进行调研，即97.51%的上市公司调研活动有证券公司参与；基金公司调研209家，位列其后；阳光私募机构调研163家，排名第三。,"http://finance.eastmoney.com/news/1353,202508263494498983.html"
证券要闻,2025/8/26 9:32,创业板股融资余额增幅榜（附股）,证券时报网,创业板股最新融资余额为4469.70亿元，环比增加99.95亿元，67只股融资余额环比增长超10%，融资余额环比降幅超10%的有20只。证券时报·数据宝统计显示，8月25日创业板指上涨3.00%，创业板股两融余额合计4484.33亿元，较上一交易日增加100.50亿元，已连续11个交易日增加。,"http://finance.eastmoney.com/news/1353,202508263494496044.html"
证券要闻,2025/8/26 9:32,681股融资余额增幅超5%,证券时报网,681股融资余额增幅超5%,"http://finance.eastmoney.com/news/1354,202508263494534174.html"
证券要闻,2025/8/26 9:31,14只北交所股票融资余额增加超500万元,证券时报网,截至8月25日，北交所融资融券余额合计73.76亿元，较前一交易日增加3857.63万元，其中，融资余额73.76亿元，较前一交易日增加3851.84万元，融券余额为53.35万元，较前一交易日增加5.79万元。,"http://finance.eastmoney.com/news/1354,202508263494522443.html"
证券要闻,2025/8/26 9:31,社保基金二季度重仓股揭秘：新进53股 增持70股,证券时报网,财报季，社保基金持股动向曝光！二季度末社保基金共现身259只个股前十大流通股东榜，新进53只，增持70只。证券时报·数据宝统计显示，社保基金最新出现在259只个股前十大流通股东名单中，合计持股量43.90亿股，期末持股市值合计793.10亿元。持股变动显示，不变54只，减持82只，新进53只，增持70只。,"http://finance.eastmoney.com/news/1354,202508263494512986.html"
证券要闻,2025/8/26 9:31,社保基金持有31只科创板股：新进7股 增持8股,证券时报网,财报季，社保基金持股动向曝光！二季度末社保基金共现身31只个股前十大流通股东榜，新进7只，增持8只。证券时报·数据宝统计显示，社保基金最新出现在31只科创板股前十大流通股东名单中，合计持股量1.14亿股，期末持股市值合计49.79亿元。持股变动显示，新进7只，增持8只，减持6只，10只股持股量保持不变。新进股中，中触媒、柏楚电子、苑东生物等持股量居前。,"http://finance.eastmoney.com/news/1353,202508263494496373.html"
证券要闻,2025/8/26 9:31,养老金二季度现身96只股前十大流通股东榜,证券时报网,养老金二级市场上持续落子布局，二季度末共现身96只个股前十大流通股东榜，其中，新进25只，增持29只。证券时报·数据宝统计显示，养老金账户最新出现在96只个股前十大流通股东名单中，合计持股量8.80亿股，期末持股市值合计177.74亿元。,"http://finance.eastmoney.com/news/1354,202508263494492253.html"
证券要闻,2025/8/26 9:31,8月25日港股回购一览,证券时报网,证券时报·数据宝统计显示，8月25日有9家香港上市公司进行了股份回购，合计回购180.64万股，回购金额5.77亿港元。,"http://finance.eastmoney.com/news/1353,202508263494476763.html"
证券要闻,2025/8/26 9:31,389只个股流通市值不足20亿元,证券时报网,相较于大盘股，小市值品种具备更高的股性以及活跃度，也更容易成为行情中的核心。证券时报·数据宝统计，截至8月25日收盘，两市共936只个股流通市值低于30亿元，其中389只个股流通市值不足20亿元。总市值方面，两市共1587只个股总市值低于50亿元，其中552只个股总市值不足30亿元。,"http://finance.eastmoney.com/news/1353,202508263494474381.html"
证券要闻,2025/8/26 2:07,中办国办发文部署加强全国碳市场建设 推进绿色低碳转型 拓展企业碳资产管理渠道,证券时报,【中办国办发文部署加强全国碳市场建设 推进绿色低碳转型 拓展企业碳资产管理渠道】8月25日，《关于推进绿色低碳转型加强全国碳市场建设的意见》（下称《意见》）发布。《意见》作为中办、国办首次针对全国碳排放权交易市场发布的文件，对加快建设全国统一碳市场作出了全面部署。,"http://finance.eastmoney.com/news/1350,202508263494015896.html"
证券要闻,2025/8/26 9:27,物理AI里程碑？英伟达如期发布机器人“新大脑” 实时推理能力迎来飞跃,科创板日报,英伟达机器人“新大脑”如约而至。美东时间8月25日，英伟达正式推出新一代专为物理AI和机器人开发者设计的计算平台JetsonThor，包括开发者套件JetsonAGXThor和量产模组JetsonT5000、带有丰富接口的参考载板、带风扇的主动式散热器及电源适配器。,"http://finance.eastmoney.com/news/1354,202508263494460254.html"
证券要闻,2025/8/26 9:26,汽车早报【8月26日】,财联社,乘联分会：上半年新能源乘用车L2级及以上辅助驾驶功能装车率达82.6%8月25日，乘联分会发布2025年6月汽车智能网联洞察报告，2025年1-6月新能源乘用车L2级及以上的辅助驾驶功能装车率达到82.6%，16万元以下市场中智驾装车率进一步增长。崔东树：随着技术的跃进式提升，叠加硬件和软件成本的不断下降，智能驾驶辅助功能搭载率不断提升。,"http://finance.eastmoney.com/news/1354,202508263494483728.html"
证券要闻,2025/8/26 9:21,舍得酒业获4家券商推荐，赤峰黄金评级被调低丨券商评级观察,南方财经网,南方财经8月26日电，南财投研通数据显示，8月25日，券商给予上市公司目标价共63次，按最新收盘价计算，目标价涨幅排名居前的公司有隆平高科、新集能源、北新建材，目标价涨幅分别为38.75%、37.40%、36.57%，分别属于种植业、煤炭开采、装修建材行业。,"http://finance.eastmoney.com/news/1353,202508263494446462.html"
证券要闻,2025/8/26 9:20,客户资金划转异常，个别客户信息核查不充分，营业部及负责人齐收警示函,财联社,财联社8月26日讯（记者高艳云）监管“长牙带刺”，券商营业部合规警钟再度敲响。8月25日，宁波证监局披露罚单，上海证券宁波北仑新大路证券营业部及时任负责人沈春雨被采取出具警示函措施，并计入证券期货市场诚信数据库。,"http://finance.eastmoney.com/news/1353,202508263494735415.html"
证券要闻,2025/8/26 9:16,舍得酒业获4家券商推荐 赤峰黄金评级被调低丨券商评级观察,21世纪经济报道,南财投研通数据显示，8月25日，券商给予上市公司目标价共63次，按最新收盘价计算，目标价涨幅排名居前的公司有隆平高科、新集能源、北新建材，目标价涨幅分别为38.75%、37.40%、36.57%，分别属于种植业、煤炭开采、装修建材行业。从券商推荐家数来看，8月25日有163家上市公司得到券商推荐，其中舍得酒业获得4家推荐，水羊股份获得3家推荐，丸美生物获得3家推荐。,"http://finance.eastmoney.com/news/1353,202508263494446238.html"
证券要闻,2025/8/26 9:12,机构：游戏行业迈入景气周期 关注行业趋势与产品潜力,证券时报网,8月25日，国家新闻出版署官网公布了2025年8月国产网络游戏审批信息，166款国产游戏获得版号。国泰海通证券认为，游戏行业迈入景气周期，关注行业趋势与产品潜力。,"http://finance.eastmoney.com/news/1353,202508263494407958.html"
证券要闻,2025/8/26 9:08,突破3万亿后，A股后市如何走？“慢牛”驱动力浮现,财联社,财联社8月26日讯（记者赵昕睿）A股成交额于本周一破3万亿，为历史性高点后的第二次突破。综合多家机构观点来看，当前居民“存款搬家”进程或已启动，但整体仍处于初期阶段，尚未进入全面加速期，预计这一趋势将在今年下半年进一步凸显。伴随着资本市场“慢牛”行情的正向反馈，结合外部关税等风险因素有所趋缓的背景，以及美联储降息预期再度有所提升，居民的风险偏好整体出现较明显的上升。,"http://finance.eastmoney.com/news/1353,202508263494737153.html"
证券要闻,2025/8/26 5:11,政策与需求共振 稀土板块投资价值凸显,中国证券报,【政策与需求共振 稀土板块投资价值凸显】在政策推动和需求增长共振下，稀土产业链多数公司中报业绩向好，受到市场关注。数据显示，8月18日以来，万得稀土概念指数大涨19.41%。分析人士认为，稀土行业长期受益于新能源汽车、机器人等应用场景需求增长，资源稀缺性进一步凸显，价格中枢有望上移，板块投资价值值得重视。,"http://finance.eastmoney.com/news/1353,202508263494026620.html"
证券要闻,2025/8/26 9:05,A股停牌提示：10股今日停牌,第一财经,【A股停牌提示：10股今日停牌】数据显示，8月26日，镇洋发展、泰凌微、永吉股份等10只个股停牌。,"http://finance.eastmoney.com/news/1353,202508263494333014.html"
证券要闻,2025/8/26 9:05,【机构策略】当前A股市场情绪处于历史较高水平,证券时报网,中信建投认为，从市场流动性、资产定价差异和交易活跃度等多个维度对A股市场情绪进行刻画，当前A股市场情绪处于历史较高水平。,"http://finance.eastmoney.com/news/1353,202508263494594361.html"
证券要闻,2025/8/26 9:04,股债“跷跷板”效应或逐步弱化,期货日报,近期股市走强，债市反弹遇阻，股债“跷跷板”效应延续。不过，昨日国债期货各品种均明显上涨。分析人士认为，股市偏强对债市的抑制效应往往偏短期，后续股债“跷跷板”效应或逐步弱化。10年期国债收益率接近1.8%关口后，上行空间有限，债市有小幅反弹动能，但在股市偏强、债市情绪偏谨慎背景下，反弹空间受限。,"http://finance.eastmoney.com/news/1353,202508263495475884.html"
证券要闻,2025/8/26 8:52,中信证券：当前时点 海外储能市场投资价值凸现,人民财讯,人民财讯8月26日电，中信证券研报表示，伴随海外能源转型，新能源占比提升带动灵活性调节资源的需求，以欧美为首的海外储能市场有望迎来需求放量。中信证券认为国产储能产业链具备明显优势，电芯、储能系统环节全球份额持续提升。从海外储能厂商来看，多数公司对中国产业链依赖程度高，在政策不确定下面临经营困境。,"http://finance.eastmoney.com/news/1353,202508263494277011.html"
证券要闻,2025/8/26 8:52,中信证券：房地产政策有进一步优化空间 看好两类标的,人民财讯,中信证券表示，房地产政策的进一步优化，不仅有利于释放短期需求，更说明面对巩固市场止跌回稳的要求，政策也有进一步优化空间，并会结合现实情况积极出台相关措施。现阶段，中信证券看好已经搭建起投融管退通道，已经拥有同店租金持续增长的物业组合的重资产企业，也看好愿意积极扩大股东回报，盈利能力稳定的轻资产公司。一旦市场走出惯性下行通道，则交易服务商的弹性也可能会充分体现。,"http://finance.eastmoney.com/news/1353,202508263494287146.html"
